0;0
1.0012672240518558e-40;0
1.0025360539605254e-40;0
1.0038064917609567e-40;0
1.0050785394907417e-40;0
1.0063521991899883e-40;0
1.0076274729014562e-40;0
1.0089043626704276e-40;0
1.0101828705448258e-40;0
1.0114629985751695e-40;0
1.0127447488145261e-40;0
1.0140281233186309e-40;0
1.0153131241457584e-40;0
1.0165997533568575e-40;0
1.0178880130154218e-40;0
1.0191779051876106e-40;0
1.020469431942201e-40;0
1.0217625953505417e-40;0
1.0230573974866731e-40;0
1.0243538404271973e-40;0
1.0256519262514143e-40;0
1.0269516570411921e-40;0
1.0282530348810878e-40;0
1.0295560618582996e-40;0
1.0308607400626204e-40;0
1.0321670715865584e-40;0
1.0334750585252065e-40;0
1.0347847029763796e-40;0
1.0360960070404836e-40;0
1.0374089728206369e-40;0
1.0387236024226232e-40;0
1.0400398979548434e-40;0
1.0413578615284385e-40;0
1.0426774952571563e-40;0
1.043998801257492e-40;0
1.045321781648554e-40;0
1.0466464385521877e-40;0
1.0479727740929275e-40;0
1.0493007903979479e-40;0
1.0506304895971886e-40;0
1.0519618738232191e-40;0
1.0532949452113804e-40;0
1.0546297058996505e-40;0
1.0559661580287852e-40;0
1.057304303742185e-40;0
1.0586441451860177e-40;0
1.059985684509171e-40;0
1.0613289238632037e-40;0
1.0626738654024709e-40;0
1.0640205112839873e-40;0
1.0653688636675716e-40;0
1.0667189247157095e-40;0
1.0680706965936789e-40;0
1.0694241814695022e-40;0
1.0707793815138964e-40;0
1.0721362989003997e-40;0
1.0734949358052338e-40;0
1.074855294407449e-40;0
1.0762173768887867e-40;0
1.0775811854338052e-40;0
1.0789467222298318e-40;0
1.0803139894669125e-40;0
1.0816829893379388e-40;0
1.083053724038511e-40;0
1.0844261957670823e-40;0
1.0858004067248207e-40;0
1.0871763591157373e-40;0
1.0885540551466354e-40;0
1.0899334970270625e-40;0
1.0913146869694362e-40;0
1.0926976271889073e-40;0
1.0940823199035047e-40;0
1.0954687673339965e-40;0
1.0968569717040188e-40;0
1.0982469352400258e-40;0
1.0996386601712389e-40;0
1.1010321487297763e-40;0
1.102427403150513e-40;0
1.1038244256712283e-40;0
1.1052232185324648e-40;0
1.1066237839776586e-40;0
1.1080261242530888e-40;0
1.1094302416078268e-40;0
1.1108361382938666e-40;0
1.112243816565983e-40;0
1.1136532786818814e-40;0
1.1150645269020552e-40;0
1.1164775634899165e-40;0
1.1178923907117466e-40;0
1.119309010836643e-40;0
1.1207274261366524e-40;0
1.1221476388866272e-40;0
1.1235696513643757e-40;0
1.12499346585052e-40;0
1.1264190846286262e-40;0
1.1278465099851555e-40;0
1.12927574420941e-40;0
1.1307067895936681e-40;0
1.1321396484330379e-40;0
1.1335743230256102e-40;0
1.1350108156723142e-40;0
1.1364491286770507e-40;0
1.1378892643466394e-40;0
1.1393312249907679e-40;0
1.140775012922125e-40;0
1.142220630456256e-40;0
1.1436680799117148e-40;0
1.1451173636099185e-40;0
1.1465684838752826e-40;0
1.1480214430351679e-40;0
1.1494762434198282e-40;0
1.1509328873625456e-40;0
1.1523913771994831e-40;0
1.1538517152698403e-40;0
1.1553139039157053e-40;0
1.1567779454821905e-40;0
1.1582438423173807e-40;0
1.1597115967722791e-40;0
1.161181211200944e-40;0
1.162652687960341e-40;0
1.164126029410498e-40;0
1.1656012379143583e-40;0
1.1670783158379352e-40;0
1.1685572655501645e-40;0
1.1700380894230403e-40;0
1.1715207898315638e-40;0
1.1730053691536872e-40;0
1.174491829770454e-40;0
1.1759801740658471e-40;0
1.1774704044269482e-40;0
1.1789625232437863e-40;0
1.1804565329094774e-40;0
1.1819524358201698e-40;0
1.1834502343749907e-40;0
1.1849499309761844e-40;0
1.1864515280289622e-40;0
1.187955027941661e-40;0
1.1894604331255915e-40;0
1.190967745995179e-40;0
1.192476968967908e-40;0
1.1939881044642683e-40;0
1.1955011549078946e-40;0
1.1970161227254152e-40;0
1.1985330103466114e-40;0
1.2000518202042657e-40;0
1.201572554734302e-40;0
1.2030952163757305e-40;0
1.2046198075705945e-40;0
1.2061463307641095e-40;0
1.2076747884045115e-40;0
1.209205182943217e-40;0
1.2107375168346715e-40;0
1.2122717925364883e-40;0
1.2138080125093967e-40;0
1.2153461792171839e-40;0
1.2168862951268388e-40;0
1.218428362708397e-40;0
1.2199723844351044e-40;0
1.2215183627832603e-40;0
1.2230663002323627e-40;0
1.2246161992650514e-40;0
1.2261680623670523e-40;0
1.2277218920273213e-40;0
1.229277690737888e-40;0
1.230835460994021e-40;0
1.2323952052940695e-40;0
1.23395692613961e-40;0
1.2355206260353881e-40;0
1.237086307489264e-40;0
1.2386539730123561e-40;0
1.240223625118884e-40;0
1.2417952663263348e-40;0
1.243368899155304e-40;0
1.244944526129643e-40;0
1.246522149776401e-40;0
1.2481017726257686e-40;0
1.2496833972112243e-40;0
1.2512670260693752e-40;0
1.2528526617401247e-40;0
1.2544403067665133e-40;0
1.256029963694865e-40;0
1.2576216350747314e-40;0
1.2592153234588321e-40;0
1.2608110314032052e-40;0
1.2624087614670443e-40;0
1.2640085162128694e-40;0
1.265610298206365e-40;0
1.2672141100165284e-40;0
1.268819954215613e-40;0
1.2704278333790696e-40;0
1.2720377500856953e-40;0
1.2736497069174723e-40;0
1.275263706459738e-40;0
1.2768797513010225e-40;0
1.2784978440331987e-40;0
1.2801179872514242e-40;0
1.2817401835540824e-40;0
1.2833644355429331e-40;0
1.2849907458229494e-40;0
1.2866191170024893e-40;0
1.2882495516931323e-40;0
1.2898820525098514e-40;0
1.2915166220708488e-40;0
1.2931532629977084e-40;0
1.294791977915336e-40;0
1.2964327694519003e-40;0
1.298075640238985e-40;0
1.2997205929114239e-40;0
1.3013676301074747e-40;0
1.3030167544686534e-40;0
1.304667968639887e-40;0
1.3063212752694547e-40;0
1.3079766770089269e-40;0
1.3096341765133205e-40;0
1.3112937764409303e-40;0
1.3129554794535066e-40;0
1.3146192882160858e-40;0
1.3162852053971466e-40;0
1.3179532336685495e-40;0
1.3196233757054753e-40;0
1.3212956341865819e-40;0
1.3229700117938351e-40;0
1.324646511212686e-40;0
1.3263251351319013e-40;0
1.3280058862437212e-40;0
1.329688767243797e-40;0
1.3313737808311308e-40;0
1.333060929708232e-40;0
1.3347502165809474e-40;0
1.3364416441586402e-40;0
1.3381352151540198e-40;0
1.339830932283298e-40;0
1.3415287982661298e-40;0
1.3432288158255497e-40;0
1.3449309876881315e-40;0
1.346635316583816e-40;0
1.3483418052460914e-40;0
1.3500504564118218e-40;0
1.3517612728214057e-40;0
1.3534742572187144e-40;0
1.3551894123510294e-40;0
1.3569067409692033e-40;0
1.3586262458274844e-40;0
1.3603479296837019e-40;0
1.3620717952990892e-40;0
1.3637978454384465e-40;0
1.3655260828700776e-40;0
1.3672565103657267e-40;0
1.368989130700741e-40;0
1.3707239466538942e-40;0
1.372460961007571e-40;0
1.3742001765475928e-40;0
1.3759415960633783e-40;0
1.3776852223478811e-40;0
1.3794310581975267e-40;0
1.3811791064123739e-40;0
1.3829293697959402e-40;0
1.384681851155386e-40;0
1.3864365533013383e-40;0
1.3881934790480536e-40;0
1.3899526312133555e-40;0
1.3917140126185692e-40;0
1.393477626088687e-40;0
1.3952434744521892e-40;0
1.3970115605412328e-40;0
1.398781887191471e-40;0
1.4005544572422203e-40;0
1.4023292735363943e-40;0
1.404106338920441e-40;0
1.4058856562445073e-40;0
1.4076672283622593e-40;0
1.409451058131072e-40;0
1.4112371484118492e-40;0
1.413025502069189e-40;0
1.4148161219713198e-40;0
1.416609010990035e-40;0
1.4184041720008604e-40;0
1.4202016078828724e-40;0
1.4220013215188892e-40;0
1.4238033157952885e-40;0
1.4256075936021995e-40;0
1.4274141578333204e-40;0
1.4292230113860863e-40;0
1.4310341571616038e-40;0
1.432847598064586e-40;0
1.4346633370035208e-40;0
1.4364813768904873e-40;0
1.4383017206413493e-40;0
1.4401243711755714e-40;0
1.4419493314163886e-40;0
1.4437766042907405e-40;0
1.4456061927292043e-40;0
1.4474380996661661e-40;0
1.4492723280396353e-40;0
1.45110888079144e-40;0
1.4529477608670404e-40;0
1.454788971215701e-40;0
1.4566325147904238e-40;0
1.4584783945478814e-40;0
1.4603266134485882e-40;0
1.4621771744567152e-40;0
1.4640300805402853e-40;0
1.4658853346709862e-40;0
1.467742939824344e-40;0
1.4696028989796548e-40;0
1.4714652151199187e-40;0
1.4733298912320118e-40;0
1.475196930306499e-40;0
1.4770663353378314e-40;0
1.478938109324158e-40;0
1.4808122552674996e-40;0
1.4826887761736814e-40;0
1.4845676750522654e-40;0
1.4864489549167235e-40;0
1.4883326187842499e-40;0
1.490218669675959e-40;0
1.4921071106166968e-40;0
1.4939979446352153e-40;0
1.4958911747641045e-40;0
1.4977868040397243e-40;0
1.4996848355023801e-40;0
1.501585272196132e-40;0
1.503488117168996e-40;0
1.505393373472752e-40;0
1.5073010441631209e-40;0
1.5092111322996962e-40;0
1.5111236409458748e-40;0
1.513038573169034e-40;0
1.5149559320403393e-40;0
1.5168757206349473e-40;0
1.5187979420318118e-40;0
1.5207225993138635e-40;0
1.5226496955679396e-40;0
1.524579233884714e-40;0
1.5265112173588775e-40;0
1.5284456490889423e-40;0
1.530382532177447e-40;0
1.5323218697307623e-40;0
1.5342636648592696e-40;0
1.5362079206772928e-40;0
1.5381546403030264e-40;0
1.540103826858717e-40;0
1.5420554834704674e-40;0
1.5440096132684425e-40;0
1.5459662193866728e-40;0
1.547925304963236e-40;0
1.549886873140187e-40;0
1.5518509270634857e-40;0
1.5538174698831806e-40;0
1.5557865047532102e-40;0
1.5577580348316116e-40;0
1.5597320632803216e-40;0
